area,year,mx_mean,population_density,CT.x,CT.y,CSDNAME,Aboriginal,SocScore,MatScore,msd,CT,income,education,densitygroup,incomegroup,msdgroup,edugroup
4,2015,0.000193049,6900.740741,3.01,3.01,Vancouver,0.015917962,1.032049662,0.956732883,4.77E-06,3.01,70733,0.536791171,4,3,1,5
4,2004,0.000260648,6630.688586,3.01,3.01,Vancouver,0.002316389,120.6396592,120.5728021,0.012516374,3.01,61886,0.448603219,4,3,4,5
4,2012,0.000207745,6964.074074,3.01,3.01,Vancouver,0.01858988,1.030969733,0.947292976,4.22E-06,3.01,62517,0.518875212,4,3,1,5
4,2001,0.000304024,6396.165909,3.01,3.01,Vancouver,0.005790972,121.4984337,121.4284337,0.012606039,3.01,59493,0.288854986,4,3,4,2
4,2009,0.000204576,6905.925926,3.01,3.01,Vancouver,0.011688312,48.64522301,48.5674402,0.00498506,3.01,61259,0.529782752,4,3,4,5
4,1991,0.000486502,4266.25,3.01,3.01,Vancouver,0.003663004,1.020952381,0.966904762,4.72E-06,3.01,14821,0.431578947,3,1,1,4
4,2006,0.000232172,6787.037037,3.01,3.01,Vancouver,0,120.0671429,120.002381,0.012456597,3.01,63481,0.555102041,4,3,4,5
4,2010,0.000225796,6945.555556,3.01,3.01,Vancouver,0.015584416,24.83791638,24.75579327,0.002494548,3.01,60519,0.521342989,4,3,4,5
4,1992,0.000466652,4341.834356,3.01,3.01,Vancouver,0.006365013,1.02129849,0.964450639,4.61E-06,3.01,14756,0.417306551,3,1,1,4
4,2013,0.000174627,6942.962963,3.01,3.01,Vancouver,0.017699241,1.031329709,0.950439612,4.40E-06,3.01,65256,0.524847199,4,3,1,5
4,2003,0.000250515,6552.51436,3.01,3.01,Vancouver,0.003474583,120.9259174,120.8580126,0.012546262,3.01,61088,0.395353808,4,3,4,4
5,2009,0.000253424,4141.961068,3.02,3.02,Vancouver,0.012962444,1231.266378,1231.19651,0.128689689,3.02,57692,0.567765337,3,3,5,5
5,1995,0.000482779,4568.587423,3.02,3.02,Vancouver,0.014471042,86.20195733,86.12633656,0.008913672,3.02,19649,0.389764978,4,1,4,4
5,2000,0.000398581,4134.600122,3.02,3.02,Vancouver,0.012494633,891.9864138,891.9139204,0.093200282,3.02,33905,0.337497517,3,1,5,3
5,2008,0.000253757,4127.673745,3.02,3.02,Vancouver,0.012416639,1185.297502,1185.227533,0.12388126,3.02,57491,0.564784734,3,3,5,5
5,2016,0.000208154,4120.535714,3.02,3.02,Vancouver,0.013513514,1382.988537,1382.94878,0.144561664,3.02,67840,0.590250329,3,3,5,5
5,1990,0.000558561,4266.25,3.02,3.02,Vancouver,0.003663004,85.03747899,84.98655462,0.008793158,3.02,21361,0.431578947,3,1,4,4
5,1994,0.000516685,4493.003067,3.02,3.02,Vancouver,0.011769032,85.91083775,85.84139108,0.008883544,3.02,20077,0.400218471,4,1,4,4
5,2010,0.000269687,4156.248391,3.02,3.02,Vancouver,0.013508249,1277.235255,1277.165486,0.133498118,3.02,57893,0.570745939,3,3,5,5
5,1996,0.000499456,4644.171779,3.02,3.02,Vancouver,0.017173052,86.49307692,86.41128205,0.008943801,3.02,19221,0.379311486,4,1,4,4
5,1991,0.000547187,4266.25,3.02,3.02,Vancouver,0.003663004,85.03747899,84.98655462,0.008793158,3.02,21361,0.431578947,3,1,4,4
5,1999,0.000472809,4261.993036,3.02,3.02,Vancouver,0.013664238,690.6130796,690.5382608,0.072136162,3.02,30234,0.34795101,3,1,5,3
5,2005,0.000323001,4080.720721,3.02,3.02,Vancouver,0.009523522,1100.956929,1100.888325,0.115059162,3.02,53186,0.512467629,3,2,5,5
5,1997,0.000502143,4516.778865,3.02,3.02,Vancouver,0.016003447,287.8664111,287.7869416,0.030007921,3.02,22892,0.368857994,4,1,5,4
5,1992,0.00053047,4341.834356,3.02,3.02,Vancouver,0.006365013,85.32859858,85.27150011,0.008823286,3.02,20933,0.421125455,3,1,4,4
5,2007,0.000261966,4113.386422,3.02,3.02,Vancouver,0.011870833,1139.328625,1139.258557,0.119072831,3.02,57290,0.561804132,3,3,5,5
5,2006,0.000298612,4099.099099,3.02,3.02,Vancouver,0.011325028,1093.359748,1093.28958,0.114264402,3.02,57089,0.558823529,3,3,5,5
5,1993,0.000553626,4417.418712,3.02,3.02,Vancouver,0.009067023,85.61971816,85.55644559,0.008853415,3.02,20505,0.410671963,3,1,4,4
5,2004,0.000314704,4062.342342,3.02,3.02,Vancouver,0.007722016,1108.55411,1108.48707,0.115853922,3.02,49284,0.466111728,3,2,5,5
5,1998,0.000499325,4389.38595,3.02,3.02,Vancouver,0.014833842,489.2397454,489.1626012,0.051072041,3.02,26563,0.358404502,3,1,5,3
5,2011,0.000280055,4170.535714,3.02,3.02,Vancouver,0.014054054,1323.204132,1323.134463,0.138306547,3.02,58094,0.573726542,3,3,5,5
5,2001,0.000346357,4007.207207,3.02,3.02,Vancouver,0.002317497,1131.345652,1131.283304,0.118238202,3.02,37576,0.327044025,3,1,5,3
5,2012,0.000250939,4160.535714,3.02,3.02,Vancouver,0.013945946,1335.161013,1335.097326,0.139557571,3.02,60043,0.577031299,3,3,5,5
5,2003,0.00030503,4043.963964,3.02,3.02,Vancouver,0.00592051,1116.15129,1116.085814,0.116648682,3.02,45381,0.419755827,3,2,5,4
5,2002,0.000335679,4025.585586,3.02,3.02,Vancouver,0.004119003,1123.748471,1123.684559,0.117443442,3.02,41479,0.373399926,3,2,5,4
5,2013,0.000215655,4150.535714,3.02,3.02,Vancouver,0.013837838,1347.117894,1347.06019,0.140808594,3.02,61992,0.580336057,3,3,5,5
5,2015,0.000236464,4130.535714,3.02,3.02,Vancouver,0.013621622,1371.031656,1370.985917,0.14331064,3.02,65891,0.586945572,3,3,5,5
