area,year,sex,mx_mean,ex_mean,population_density
0,1990,3,0.000424314,80.21998893,5795.478709
0,1991,3,0.000397831,80.55371087,5795.478709
0,1992,3,0.000416314,79.9109526,5809.392814
0,1993,3,0.000403639,80.07752019,5823.306919
0,1994,3,0.000393595,80.44875659,5837.221025
0,1995,3,0.000408819,79.80712453,5851.13513
0,1996,3,0.000404893,80.1935441,5865.049235
0,1997,3,0.00037946,81.58450567,5754.604222
0,1998,3,0.000394887,81.73660456,5644.15921
0,1999,3,0.00039269,82.39091629,5533.714197
0,2000,3,0.000434014,81.91341175,5423.269184
0,2001,3,0.000418112,82.71363909,5312.824171
0,2002,3,0.000438251,82.56418676,5299.626228
0,2003,3,0.000407274,83.52916015,5286.428284
0,2004,3,0.000424926,83.21999695,5273.23034
0,2005,3,0.000440238,83.34150915,5260.032397
0,2006,3,0.000468987,82.97257906,5246.834453
0,2007,3,0.000475218,83.05671277,5285.095469
0,2008,3,0.000479059,82.99404651,5323.356486
0,2009,3,0.000437446,84.06774453,5361.617502
0,2010,3,0.000448,83.85908451,5399.878518
0,2011,3,0.00041211,84.96567378,5438.139535
0,2012,3,0.000429616,84.69502033,5417.488372
0,2013,3,0.000432717,84.55974498,5396.837209
0,2014,3,0.000391873,85.57580127,5376.186047
0,2015,3,0.000407812,85.02446618,5355.534884
0,2016,3,0.000400105,85.31546022,5334.883721
1,1990,3,0.000392352,80.09484084,1632.941176
1,1991,3,0.000389797,79.73902498,1632.941176
1,1992,3,0.000388505,79.67849988,1758.588235
1,1993,3,0.000394922,79.24322602,1884.235294
1,1994,3,0.000379427,79.72178761,2009.882353
1,1995,3,0.0003742,79.75037383,2135.529412
1,1996,3,0.000365832,80.26101647,2261.176471
1,1997,3,0.000382755,80.39014716,2215.433218
1,1998,3,0.000396166,80.67265032,2169.689965
1,1999,3,0.00041534,80.80311609,2123.946713
1,2000,3,0.000410627,81.65931096,2078.20346
1,2001,3,0.000414153,81.96263055,2032.460208
1,2002,3,0.000425849,81.98488594,2109.21424
1,2003,3,0.000434201,81.85866419,2185.968271
1,2004,3,0.000431225,82.12789835,2262.722303
1,2005,3,0.000458467,81.9479264,2339.476335
1,2006,3,0.00048031,81.77332074,2416.230366
1,2007,3,0.000451128,82.74117278,2453.09182
1,2008,3,0.000470064,82.41227483,2489.953274
1,2009,3,0.000452483,82.92404899,2526.814727
1,2010,3,0.000445627,83.22681173,2563.676181
1,2011,3,0.00042472,84.04556713,2600.537634
1,2012,3,0.000425435,84.11833988,2667.526882
1,2013,3,0.000429423,83.96541552,2734.516129
1,2014,3,0.000437548,83.71753117,2801.505376
1,2015,3,0.0004196,83.96716055,2868.494624
1,2016,3,0.000443676,83.34209766,2935.483871
2,1990,3,0.000418813,80.62643018,1634
2,1991,3,0.000387536,81.12275583,1634
2,1992,3,0.00038662,81.0683958,1794.6
2,1993,3,0.000378923,81.08790525,1955.2
2,1994,3,0.000381062,81.05231776,2115.8
2,1995,3,0.000381995,80.85662886,2276.4
2,1996,3,0.000354339,81.92557405,2437
2,1997,3,0.000376422,81.87012591,2522.457143
2,1998,3,0.000389277,82.12183414,2607.914286
2,1999,3,0.000391625,82.61989478,2693.371429
2,2000,3,0.000394067,83.26754254,2778.828571
2,2001,3,0.000405289,83.26871712,2864.285714
2,2002,3,0.000426741,83.14280164,2874.081633
2,2003,3,0.000403016,83.92935087,2883.877551
2,2004,3,0.000399162,84.26447579,2893.673469
2,2005,3,0.000432875,83.86829257,2903.469388
2,2006,3,0.000429357,84.37531776,2913.265306
2,2007,3,0.000419493,84.7618442,2946.488534
2,2008,3,0.000395669,85.47589692,2979.711761
2,2009,3,0.000389879,85.61949859,3012.934988
2,2010,3,0.000378668,85.99930231,3046.158216
2,2011,3,0.000377354,86.24148419,3079.381443
2,2012,3,0.000374534,86.43231321,3097.525773
2,2013,3,0.000360063,86.94605228,3115.670103
2,2014,3,0.0003662,86.68831242,3133.814433
2,2015,3,0.000360831,86.68583214,3151.958763
2,2016,3,0.000362275,86.65178784,3170.103093
3,1990,3,0.000388217,79.44741055,4486.284683
3,1991,3,0.000376094,79.36959119,4486.284683
3,1992,3,0.000380073,79.16841633,4545.597872
3,1993,3,0.000380662,78.97420957,4604.91106
3,1994,3,0.000364406,79.40148109,4664.224248
3,1995,3,0.000346624,79.76518648,4723.537436
3,1996,3,0.000369784,79.32201948,4782.850624
3,1997,3,0.000360324,80.21343138,4829.140507
3,1998,3,0.000381872,80.17861505,4875.430391
3,1999,3,0.000406134,80.11518518,4921.720274
3,2000,3,0.000412883,80.63446168,4968.010157
3,2001,3,0.000391007,81.50193597,5014.30004
3,2002,3,0.000397599,81.78007842,5030.578788
3,2003,3,0.00040304,81.72837737,5046.857536
3,2004,3,0.000413761,81.72291587,5063.136284
3,2005,3,0.000387592,82.88087846,5079.415032
3,2006,3,0.000421937,82.26983648,5095.69378
3,2007,3,0.000403133,82.89341783,5186.79657
3,2008,3,0.000416627,82.50608472,5277.89936
3,2009,3,0.000412625,82.62846793,5369.00215
3,2010,3,0.000361119,84.09008268,5460.10494
3,2011,3,0.000368734,83.96258438,5551.207729
3,2012,3,0.000368812,84.18202764,5568.502415
3,2013,3,0.000360366,84.32333703,5585.797101
3,2014,3,0.000350112,84.59878595,5603.091787
3,2015,3,0.000349871,84.38661837,5620.386473
3,2016,3,0.00035917,84.07979622,5637.681159
4,1990,3,0.00052519,81.61344701,4266.25
4,1991,3,0.000521479,81.16000972,4266.25
4,1992,3,0.0005041,81.54157491,4341.834356
4,1993,3,0.000528022,80.53100682,4417.418712
4,1994,3,0.000482888,81.6822094,4493.003067
4,1995,3,0.000480622,81.4821075,4568.587423
4,1996,3,0.00050029,81.23273791,4644.171779
4,1997,3,0.000491534,82.30956778,4994.570605
4,1998,3,0.000538675,81.94180354,5344.969431
4,1999,3,0.000555317,82.35173863,5695.368257
4,2000,3,0.000559043,83.04006031,6045.767083
4,2001,3,0.000582855,82.93968044,6396.165909
4,2002,3,0.000594966,83.27199714,6474.340135
4,2003,3,0.000581812,83.55596529,6552.51436
4,2004,3,0.000558178,84.35298423,6630.688586
4,2005,3,0.000596619,83.89756185,6708.862811
4,2006,3,0.000594564,84.24445625,6787.037037
4,2007,3,0.000587154,84.55592487,6826.666667
4,2008,3,0.000575368,84.85988841,6866.296296
4,2009,3,0.000564912,84.9941201,6905.925926
4,2010,3,0.000559611,85.18147006,6945.555556
4,2011,3,0.000574754,85.0630836,6985.185185
4,2012,3,0.000555361,85.61612311,6964.074074
4,2013,3,0.00054723,85.86447564,6942.962963
4,2014,3,0.00055049,85.8018564,6921.851852
4,2015,3,0.000537713,85.84886318,6900.740741
4,2016,3,0.000548097,85.60034545,6879.62963
5,1990,3,0.000558557,75.62930664,4266.25
5,1991,3,0.000536101,75.67051177,4266.25
5,1992,3,0.000542781,75.41652958,4341.834356
5,1993,3,0.000500142,75.99432663,4417.418712
5,1994,3,0.000495463,76.16123213,4493.003067
5,1995,3,0.000488688,76.31895822,4568.587423
5,1996,3,0.000489548,76.52574105,4644.171779
5,1997,3,0.000476093,77.33271975,4516.778865
5,1998,3,0.000495005,77.61082966,4389.38595
5,1999,3,0.000488918,78.40110022,4261.993036
5,2000,3,0.000482721,79.31832951,4134.600122
5,2001,3,0.000475765,79.81503439,4007.207207
5,2002,3,0.000484816,80.23591117,4025.585586
5,2003,3,0.000487141,80.03012035,4043.963964
5,2004,3,0.000479224,80.5077286,4062.342342
5,2005,3,0.000483232,81.15153032,4080.720721
5,2006,3,0.000496474,81.14346078,4099.099099
5,2007,3,0.000478311,81.49382756,4113.386422
5,2008,3,0.000436588,82.54278159,4127.673745
5,2009,3,0.000420727,83.0610687,4141.961068
5,2010,3,0.000419746,83.10888609,4156.248391
5,2011,3,0.000403666,83.55066545,4170.535714
5,2012,3,0.000384183,84.2450788,4160.535714
5,2013,3,0.000381527,84.46970027,4150.535714
5,2014,3,0.000364481,84.92689244,4140.535714
5,2015,3,0.000366866,84.7295467,4130.535714
5,2016,3,0.000357214,84.82504579,4120.535714
6,1990,3,0.000586461,76.23383612,3288
6,1991,3,0.000580478,75.95445705,3288
6,1992,3,0.000575905,75.94959079,3321.266142
6,1993,3,0.000554176,76.17534299,3354.532283
6,1994,3,0.000567123,75.91987601,3387.798425
6,1995,3,0.000540897,76.30681269,3421.064567
6,1996,3,0.000544071,76.51361149,3454.330709
6,1997,3,0.000540702,77.18252008,3439.537294
6,1998,3,0.000514923,78.29090909,3424.74388
6,1999,3,0.000525522,78.71794612,3409.950465
6,2000,3,0.000566564,78.59626634,3395.157051
6,2001,3,0.000560396,79.1037846,3380.363636
6,2002,3,0.00058656,79.00446315,3405.381818
6,2003,3,0.00055261,79.64314155,3430.4
6,2004,3,0.000529429,80.22782631,3455.418182
6,2005,3,0.000552061,80.35549074,3480.436364
6,2006,3,0.000558828,80.46817251,3505.454545
6,2007,3,0.000509085,81.68324661,3553.998673
6,2008,3,0.000525804,81.35650976,3602.5428
6,2009,3,0.000491403,82.19414236,3651.086928
6,2010,3,0.000444386,83.31937419,3699.631055
6,2011,3,0.000432109,83.81190126,3748.175182
6,2012,3,0.000447357,83.45863237,3770.437956
6,2013,3,0.000444904,83.47033277,3792.70073
6,2014,3,0.000409534,84.38779821,3814.963504
6,2015,3,0.000415925,83.98233034,3837.226277
6,2016,3,0.000403652,84.34828577,3859.489051
7,1990,3,0.000528839,80.75794341,4791.666667
7,1991,3,0.000528047,80.44098761,4791.666667
7,1992,3,0.00052173,80.18747658,4849.302326
7,1993,3,0.000486883,80.8312543,4906.937984
7,1994,3,0.000485426,80.82670218,4964.573643
7,1995,3,0.000480001,80.67337744,5022.209302
7,1996,3,0.000473075,81.10617083,5079.844961
7,1997,3,0.000491049,81.31298487,5063.583998
7,1998,3,0.00050532,81.53558833,5047.323035
7,1999,3,0.000530796,81.51818845,5031.062072
7,2000,3,0.000542607,81.95457664,5014.801109
7,2001,3,0.000543974,82.24921374,4998.540146
7,2002,3,0.00054142,82.89130356,5086.423358
7,2003,3,0.000562103,82.57704623,5174.306569
7,2004,3,0.000569896,82.62358495,5262.189781
7,2005,3,0.000572359,83.217667,5350.072993
7,2006,3,0.000596843,83.11667194,5437.956204
7,2007,3,0.000572697,83.85451862,5394.857717
7,2008,3,0.000559964,84.211253,5351.75923
7,2009,3,0.000556752,84.31587389,5308.660743
7,2010,3,0.000542274,84.68936313,5265.562255
7,2011,3,0.000559774,84.46951,5222.463768
7,2012,3,0.000584515,84.01462179,5236.666667
7,2013,3,0.000533166,85.20572951,5250.869565
7,2014,3,0.000553298,84.62260463,5265.072464
7,2015,3,0.000538532,84.85804596,5279.275362
7,2016,3,0.000539074,84.73157533,5293.478261
8,1990,3,0.000344646,85.13134611,4262
8,1991,3,0.000322026,85.47910072,4262
8,1992,3,0.000325577,85.23059751,4297.980952
8,1993,3,0.00032206,85.05321603,4333.961905
8,1994,3,0.000318854,85.12869485,4369.942857
8,1995,3,0.000313514,85.06882819,4405.92381
8,1996,3,0.000326128,84.74245486,4441.904762
8,1997,3,0.000322659,85.61465421,4529.610766
8,1998,3,0.000332702,85.92563697,4617.31677
8,1999,3,0.00034768,85.91962791,4705.022774
8,2000,3,0.000362864,86.03180116,4792.728778
8,2001,3,0.000360066,86.4698481,4880.434783
8,2002,3,0.000351721,87.26942719,4928.26087
8,2003,3,0.000357481,87.10237207,4976.086957
8,2004,3,0.000370322,86.85392947,5023.913043
8,2005,3,0.000374462,87.25790048,5071.73913
8,2006,3,0.000380294,87.3972198,5119.565217
8,2007,3,0.000383237,87.42313709,5145
8,2008,3,0.000367604,88.03601533,5170.434783
8,2009,3,0.000361343,88.2410208,5195.869565
8,2010,3,0.00033707,89.07497426,5221.304348
8,2011,3,0.000343408,89.06713692,5246.73913
8,2012,3,0.000342521,89.21407649,5219.130435
8,2013,3,0.000344528,89.24355301,5191.521739
8,2014,3,0.000334884,89.47474342,5163.913043
8,2015,3,0.000327202,89.64983957,5136.304348
8,2016,3,0.000326438,89.7655062,5108.695652
9,1990,3,0.00054966,75.65711192,4262
9,1991,3,0.000505687,76.22983445,4262
9,1992,3,0.000536021,75.48528227,4297.980952
9,1993,3,0.000530923,75.41108898,4333.961905
9,1994,3,0.000486549,76.42331078,4369.942857
9,1995,3,0.000470166,76.69880493,4405.92381
9,1996,3,0.000478215,76.7416164,4441.904762
9,1997,3,0.000478127,77.33185828,4488.338624
9,1998,3,0.0005032,77.42207066,4534.772487
9,1999,3,0.000500881,78.02831542,4581.206349
9,2000,3,0.000538836,77.94470642,4627.640212
9,2001,3,0.00051303,78.80990441,4674.074074
9,2002,3,0.000513773,79.20755643,4734.62963
9,2003,3,0.000508975,79.43601119,4795.185185
9,2004,3,0.000524515,79.27715595,4855.740741
9,2005,3,0.000559907,79.03588274,4916.296296
9,2006,3,0.000554411,79.50380616,4976.851852
9,2007,3,0.00056065,79.56438945,4979.830105
9,2008,3,0.000558935,79.72927341,4982.808359
9,2009,3,0.000530174,80.28394675,4985.786612
9,2010,3,0.000541886,80.07704744,4988.764866
9,2011,3,0.000546236,80.16573204,4991.743119
9,2012,3,0.000530384,80.62765999,4953.944954
9,2013,3,0.000544078,80.30176096,4916.146789
9,2014,3,0.000521195,80.75452181,4878.348624
9,2015,3,0.000535655,80.32781669,4840.550459
9,2016,3,0.00051181,80.74390634,4802.752294
10,1990,3,0.000355792,81.49408626,2092.564103
10,1991,3,0.000330257,81.94308573,2092.564103
10,1992,3,0.000320785,82.17620099,2111.851794
10,1993,3,0.000314438,82.13161535,2131.139485
10,1994,3,0.000323137,81.81013978,2150.427176
10,1995,3,0.000300935,82.38961646,2169.714867
10,1996,3,0.000288931,83.02559461,2189.002558
10,1997,3,0.000295602,83.43649512,2127.932084
10,1998,3,0.00030759,83.61473482,2066.861611
10,1999,3,0.000320159,83.74470991,2005.791137
10,2000,3,0.000322252,84.36515978,1944.720664
10,2001,3,0.000336926,84.2099542,1883.65019
10,2002,3,0.000332656,84.86182594,1899.315589
10,2003,3,0.000332542,84.98147632,1914.980989
10,2004,3,0.00032888,85.36179786,1930.646388
10,2005,3,0.000339672,85.56086648,1946.311787
10,2006,3,0.000338895,85.97247774,1961.977186
10,2007,3,0.00035249,85.65954345,1954.432495
10,2008,3,0.000337635,86.18840935,1946.887804
10,2009,3,0.000312721,87.05570978,1939.343113
10,2010,3,0.000304119,87.39216443,1931.798422
10,2011,3,0.000300586,87.66569267,1924.253731
10,2012,3,0.000302516,87.67752166,1952.835821
10,2013,3,0.000309266,87.40176306,1981.41791
10,2014,3,0.00028506,88.31293034,2010
10,2015,3,0.000293332,87.72038401,2038.58209
10,2016,3,0.000289628,87.99445241,2067.164179
11,1990,3,0.000333526,77.9426167,2092.564103
11,1991,3,0.000316702,78.1409893,2092.564103
11,1992,3,0.000303417,78.45072826,2111.851794
11,1993,3,0.000295133,78.56160641,2131.139485
11,1994,3,0.000279615,79.06526241,2150.427176
11,1995,3,0.000283555,78.81085625,2169.714867
11,1996,3,0.000272685,79.30928652,2189.002558
11,1997,3,0.000265018,80.08352748,2264.488759
11,1998,3,0.000276092,80.25469751,2339.974961
11,1999,3,0.000272367,80.86138199,2415.461163
11,2000,3,0.000264149,81.67773701,2490.947365
11,2001,3,0.000263291,82.02219638,2566.433566
11,2002,3,0.000259205,82.66233289,2569.230769
11,2003,3,0.000244495,83.36566406,2572.027972
11,2004,3,0.000244119,83.55226266,2574.825175
11,2005,3,0.000250937,83.88547654,2577.622378
11,2006,3,0.000258784,83.87575518,2580.41958
11,2007,3,0.000249132,84.28530935,2586.16665
11,2008,3,0.000230363,84.91456367,2591.91372
11,2009,3,0.000216484,85.42003672,2597.66079
11,2010,3,0.000209969,85.68674742,2603.40786
11,2011,3,0.000199402,86.2591679,2609.15493
11,2012,3,0.000191873,86.72018002,2573.943662
11,2013,3,0.000185361,87.10352342,2538.732394
11,2014,3,0.000185269,87.05826853,2503.521127
11,2015,3,0.000172421,87.61979643,2468.309859
11,2016,3,0.000169398,87.84403731,2433.098592
12,1990,3,0.000317271,84.15857479,990.9615385
12,1991,3,0.00030501,84.14309764,990.9615385
12,1992,3,0.000296545,84.4034423,1002.135833
12,1993,3,0.000291095,84.35486818,1013.310128
12,1994,3,0.000297512,84.14725452,1024.484423
12,1995,3,0.000277825,84.66525079,1035.658718
12,1996,3,0.000281048,84.73126742,1046.833013
12,1997,3,0.000325089,83.71615579,1034.310447
12,1998,3,0.000380943,82.40721028,1021.787881
12,1999,3,0.000423784,81.7637691,1009.265315
12,2000,3,0.00048791,80.87431588,996.7427495
12,2001,3,0.000317142,86.56796184,984.2201835
12,2002,3,0.00036262,85.34857169,933.1208276
12,2003,3,0.000392151,84.50721877,882.0214718
12,2004,3,0.000443973,83.27418868,830.9221159
12,2005,3,0.00052181,81.91884405,779.8227601
12,2006,3,0.000596636,80.78084004,728.7234043
12,2007,3,0.000588347,81.09651681,753.5222017
12,2008,3,0.000576548,81.42427366,778.3209991
12,2009,3,0.000561291,81.77084233,803.1197965
12,2010,3,0.000569187,81.64268874,827.9185939
12,2011,3,0.000556168,82.10826008,852.7173913
12,2012,3,0.000554601,82.29980065,862.0652174
12,2013,3,0.000544377,82.44801791,871.4130435
12,2014,3,0.000549334,82.36693384,880.7608696
12,2015,3,0.000541691,82.36740551,890.1086957
12,2016,3,0.000553056,82.11624709,899.4565217
13,1990,3,0.000312082,79.85685021,990.9615385
13,1991,3,0.000310806,79.52907733,990.9615385
13,1992,3,0.000300441,79.80673576,1002.135833
13,1993,3,0.000294777,79.78768211,1013.310128
13,1994,3,0.000282518,80.25373877,1024.484423
13,1995,3,0.000275701,80.26844949,1035.658718
13,1996,3,0.000295768,79.76507127,1046.833013
13,1997,3,0.000281594,80.83659804,1034.310447
13,1998,3,0.000264806,82.07286919,1021.787881
13,1999,3,0.000276723,82.17653117,1009.265315
13,2000,3,0.000261264,83.41408092,996.7427495
13,2001,3,0.000297789,82.42986995,984.2201835
13,2002,3,0.000297086,82.87537725,1029.749028
13,2003,3,0.000288636,83.26269706,1075.277873
13,2004,3,0.000272231,84.10090427,1120.806717
13,2005,3,0.000279139,84.29677661,1166.335562
13,2006,3,0.000269001,85.03817915,1211.864407
13,2007,3,0.000257263,85.64512867,1211.012652
13,2008,3,0.000258685,85.63179484,1210.160898
13,2009,3,0.000244754,86.19747537,1209.309143
13,2010,3,0.000230866,86.87104142,1208.457388
13,2011,3,0.000235203,86.82926123,1207.605634
13,2012,3,0.000229397,87.21390128,1202.985915
13,2013,3,0.000226053,87.40998087,1198.366197
13,2014,3,0.00022206,87.54114809,1193.746479
13,2015,3,0.000224123,87.28300082,1189.126761
13,2016,3,0.000222097,87.42680468,1184.507042
14,1990,3,0.000312017,84.341429,3871.25
14,1991,3,0.000284517,85.05654559,3871.25
14,1992,3,0.000283082,84.98738413,3875.674699
14,1993,3,0.000280153,84.7210573,3880.099398
14,1994,3,0.000278619,84.66582431,3884.524096
14,1995,3,0.000262119,85.15940652,3888.948795
14,1996,3,0.000289718,84.07574293,3893.373494
14,1997,3,0.000277245,85.24137974,3946.435322
14,1998,3,0.00029655,85.11798858,3999.49715
14,1999,3,0.000297392,85.69053022,4052.558978
14,2000,3,0.000317663,85.492058,4105.620807
14,2001,3,0.000309939,86.17382014,4158.682635
14,2002,3,0.00031875,86.22098953,4222.155689
14,2003,3,0.000305535,86.93773284,4285.628743
14,2004,3,0.000312502,86.81213833,4349.101796
14,2005,3,0.000313816,87.43873609,4412.57485
14,2006,3,0.000332222,86.97743315,4476.047904
14,2007,3,0.000332777,87.14131374,4482.52507
14,2008,3,0.000304112,88.27352874,4489.002236
14,2009,3,0.000293864,88.62116731,4495.479403
14,2010,3,0.000292344,88.68313547,4501.956569
14,2011,3,0.000289235,88.95080539,4508.433735
14,2012,3,0.00027601,89.60837885,4462.771084
14,2013,3,0.00027889,89.46377776,4417.108434
14,2014,3,0.000301693,88.26002002,4371.445783
14,2015,3,0.00027157,89.21101145,4325.783133
14,2016,3,0.000273472,89.08946714,4280.120482
15,1990,3,0.000339185,81.50067463,3066.923077
15,1991,3,0.000316405,81.99022019,3066.923077
15,1992,3,0.0003085,82.32032205,3091.626697
15,1993,3,0.000306598,82.20566818,3116.330317
15,1994,3,0.000305056,82.31750676,3141.033937
15,1995,3,0.000290989,82.61290545,3165.737557
15,1996,3,0.000300554,82.48846674,3190.441176
15,1997,3,0.00031504,82.68186765,3207.284549
15,1998,3,0.0003344,82.51714629,3224.127921
15,1999,3,0.000326829,83.34292571,3240.971293
15,2000,3,0.000328738,83.92336245,3257.814665
15,2001,3,0.000329313,84.18112573,3274.658037
15,2002,3,0.000343387,84.19458938,3310.967306
15,2003,3,0.000330176,84.72596626,3347.276574
15,2004,3,0.00035483,84.24385401,3383.585843
15,2005,3,0.000367464,84.29113908,3419.895111
15,2006,3,0.000358422,84.95045727,3456.20438
15,2007,3,0.00036673,84.93387267,3446.690122
15,2008,3,0.000375974,84.73417177,3437.175865
15,2009,3,0.000356121,85.39271539,3427.661608
15,2010,3,0.0003469,85.79052665,3418.147351
15,2011,3,0.000370605,85.33785233,3408.633094
15,2012,3,0.000355578,85.94135409,3409.640288
15,2013,3,0.000345454,86.24785532,3410.647482
15,2014,3,0.000367155,85.61414992,3411.654676
15,2015,3,0.000358563,85.76759009,3412.661871
15,2016,3,0.000394179,84.86478378,3413.669065
16,1990,3,0.000446758,82.31304788,3470.666667
16,1991,3,0.00040778,82.97847501,3470.666667
16,1992,3,0.000418762,82.51346644,3516.791398
16,1993,3,0.000396966,82.95928303,3562.916129
16,1994,3,0.000375256,83.69170768,3609.04086
16,1995,3,0.000373559,83.48274299,3655.165591
16,1996,3,0.000395602,83.00490489,3701.290323
16,1997,3,0.000388327,83.98340839,3701.891154
16,1998,3,0.00042965,83.43555201,3702.491985
16,1999,3,0.000429362,84.06904999,3703.092816
16,2000,3,0.00042627,84.91100185,3703.693647
16,2001,3,0.000430353,85.21890941,3704.294479
16,2002,3,0.000455282,84.99591491,3776.319018
16,2003,3,0.000439717,85.63783472,3848.343558
16,2004,3,0.000433015,86.15978853,3920.368098
16,2005,3,0.000472286,85.70088641,3992.392638
16,2006,3,0.00047509,85.99552211,4064.417178
16,2007,3,0.000469405,86.15431917,4098.030558
16,2008,3,0.000463654,86.29012899,4131.643937
16,2009,3,0.000437744,86.98711718,4165.257317
16,2010,3,0.000421752,87.50058156,4198.870697
16,2011,3,0.000420454,87.697211,4232.484076
16,2012,3,0.000426351,87.65608905,4228.66242
16,2013,3,0.000429431,87.54867781,4224.840764
16,2014,3,0.000410521,88.06483942,4221.019108
16,2015,3,0.000402508,88.10065599,4217.197452
16,2016,3,0.000398382,88.23542587,4213.375796
17,1990,3,0.000500703,80.27018305,5329
17,1991,3,0.000497645,79.85875009,5329
17,1992,3,0.000483004,80.18182277,5278.612844
17,1993,3,0.000471451,80.24915061,5228.225688
17,1994,3,0.000466046,80.4375022,5177.838532
17,1995,3,0.000462175,80.32064997,5127.451376
17,1996,3,0.000452943,80.85899621,5077.06422
17,1997,3,0.000457434,81.40945189,5092.433985
17,1998,3,0.000489323,81.28799677,5107.80375
17,1999,3,0.000485584,81.94765522,5123.173514
17,2000,3,0.000493404,82.47986928,5138.543279
17,2001,3,0.000477179,83.24485778,5153.913043
17,2002,3,0.000507134,83.08517608,5189.217391
17,2003,3,0.000498826,83.43198751,5224.521739
17,2004,3,0.000478276,84.28365793,5259.826087
17,2005,3,0.000501305,84.35402191,5295.130435
17,2006,3,0.000523965,84.25222954,5330.434783
17,2007,3,0.000524739,84.37059553,5377.681159
17,2008,3,0.00049617,85.1085086,5424.927536
17,2009,3,0.000473764,85.67219762,5472.173913
17,2010,3,0.000465127,85.88162643,5519.42029
17,2011,3,0.000460956,86.23888126,5566.666667
17,2012,3,0.000454754,86.36265211,5591.052632
17,2013,3,0.000461221,86.11697089,5615.438596
17,2014,3,0.000444066,86.5680319,5639.824561
17,2015,3,0.000409071,87.29252564,5664.210526
17,2016,3,0.000411945,87.17639903,5688.596491
18,1990,3,0.000479158,80.50582215,5765.454545
18,1991,3,0.000458769,80.63077275,5765.454545
18,1992,3,0.000452171,80.67823366,5828.328549
18,1993,3,0.000448732,80.57417862,5891.202552
18,1994,3,0.000426082,81.21364586,5954.076555
18,1995,3,0.000419732,81.20678526,6016.950558
18,1996,3,0.000411031,81.70523969,6079.824561
18,1997,3,0.000429257,81.82398774,6225.12091
18,1998,3,0.00043495,82.35918501,6370.417259
18,1999,3,0.000444057,82.74238079,6515.713608
18,2000,3,0.000461365,82.99905344,6661.009957
18,2001,3,0.000458055,83.44526051,6806.306306
18,2002,3,0.000466683,83.83610827,6947.747748
18,2003,3,0.000468083,83.9452377,7089.189189
18,2004,3,0.000475805,83.94035363,7230.630631
18,2005,3,0.000482034,84.37950775,7372.072072
18,2006,3,0.000484167,84.78751124,7513.513514
18,2007,3,0.000481778,84.86511876,7605.64952
18,2008,3,0.000465044,85.30106765,7697.785527
18,2009,3,0.000443405,85.82391525,7789.921534
18,2010,3,0.00041926,86.52515765,7882.057541
18,2011,3,0.000424042,86.51477217,7974.193548
18,2012,3,0.00041989,86.77487766,7987.419355
18,2013,3,0.000414971,86.91332104,8000.645161
18,2014,3,0.000407781,87.05362168,8013.870968
18,2015,3,0.000409099,86.79427839,8027.096774
18,2016,3,0.000403469,86.98276718,8040.322581
19,1990,3,0.000508366,80.24130239,5765.454545
19,1991,3,0.000483668,80.37761251,5765.454545
19,1992,3,0.000487496,80.25266913,5828.328549
19,1993,3,0.000449599,80.90805129,5891.202552
19,1994,3,0.000453169,80.77672703,5954.076555
19,1995,3,0.000436335,81.05989613,6016.950558
19,1996,3,0.000427944,81.57694486,6079.824561
19,1997,3,0.000437801,81.98488237,6225.12091
19,1998,3,0.000461899,82.04033949,6370.417259
19,1999,3,0.000469314,82.59579211,6515.713608
19,2000,3,0.000484828,82.93487967,6661.009957
19,2001,3,0.000489742,83.18302759,6806.306306
19,2002,3,0.000480073,84.0490395,6947.747748
19,2003,3,0.000468316,84.40682543,7089.189189
19,2004,3,0.00047783,84.47179896,7230.630631
19,2005,3,0.000491469,84.85977295,7372.072072
19,2006,3,0.000482277,85.41859182,7513.513514
19,2007,3,0.000465327,85.85125448,7504.144144
19,2008,3,0.000460959,85.96129964,7494.774775
19,2009,3,0.00043876,86.42999085,7485.405405
19,2010,3,0.000424254,86.84427752,7476.036036
19,2011,3,0.000426108,86.91021536,7466.666667
19,2012,3,0.000408538,87.56252153,7487.916667
19,2013,3,0.000401308,87.81293225,7509.166667
19,2014,3,0.000404436,87.60961605,7530.416667
19,2015,3,0.000380146,88.20408347,7551.666667
19,2016,3,0.000384711,88.0729059,7572.916667
20,1990,3,0.000464959,79.93022296,5908.333333
20,1991,3,0.000448291,79.86237978,5908.333333
20,1992,3,0.00042485,80.45891807,5871.937984
20,1993,3,0.000427934,80.12439179,5835.542636
20,1994,3,0.000418344,80.38798298,5799.147287
20,1995,3,0.000395348,80.85928553,5762.751938
20,1996,3,0.000404678,80.79785119,5726.356589
20,1997,3,0.000398511,81.73669819,5814.115574
20,1998,3,0.000416687,82.00964042,5901.87456
20,1999,3,0.000417992,82.6010441,5989.633545
20,2000,3,0.000428286,83.14280583,6077.39253
20,2001,3,0.000434548,83.38918902,6165.151515
20,2002,3,0.000431655,84.1544545,6314.837262
20,2003,3,0.000444724,83.90026894,6464.523008
20,2004,3,0.000428292,84.75394492,6614.208754
20,2005,3,0.000446105,84.73042863,6763.894501
20,2006,3,0.000437812,85.18358655,6913.580247
20,2007,3,0.00042324,86.07452452,7030.617284
20,2008,3,0.000413651,86.37875011,7147.654321
20,2009,3,0.000393512,86.83110085,7264.691358
20,2010,3,0.000377633,87.43159166,7381.728395
