area,year,mx_mean,population_density,CT.x,CT.y,CSDNAME,Aboriginal,SocScore,MatScore,msd,CT,income,education,densitygroup,incomegroup,msdgroup,edugroup
5,2009,8.61E-05,4141.961068,3.02,3.02,Vancouver,0.012962444,1231.266378,1231.19651,0.128689689,3.02,57692,0.567765337,3,3,5,5
5,1995,0.000191424,4568.587423,3.02,3.02,Vancouver,0.014471042,86.20195733,86.12633656,0.008913672,3.02,19649,0.389764978,4,1,4,4
5,2000,0.000120415,4134.600122,3.02,3.02,Vancouver,0.012494633,891.9864138,891.9139204,0.093200282,3.02,33905,0.337497517,3,1,5,3
5,2008,8.88E-05,4127.673745,3.02,3.02,Vancouver,0.012416639,1185.297502,1185.227533,0.12388126,3.02,57491,0.564784734,3,3,5,5
5,2016,5.79E-05,4120.535714,3.02,3.02,Vancouver,0.013513514,1382.988537,1382.94878,0.144561664,3.02,67840,0.590250329,3,3,5,5
5,1990,0.00020356,4266.25,3.02,3.02,Vancouver,0.003663004,85.03747899,84.98655462,0.008793158,3.02,21361,0.431578947,3,1,4,4
5,1994,0.000181174,4493.003067,3.02,3.02,Vancouver,0.011769032,85.91083775,85.84139108,0.008883544,3.02,20077,0.400218471,4,1,4,4
5,2010,8.33E-05,4156.248391,3.02,3.02,Vancouver,0.013508249,1277.235255,1277.165486,0.133498118,3.02,57893,0.570745939,3,3,5,5
5,1996,0.000194831,4644.171779,3.02,3.02,Vancouver,0.017173052,86.49307692,86.41128205,0.008943801,3.02,19221,0.379311486,4,1,4,4
5,1991,0.000212489,4266.25,3.02,3.02,Vancouver,0.003663004,85.03747899,84.98655462,0.008793158,3.02,21361,0.431578947,3,1,4,4
5,1999,0.000154456,4261.993036,3.02,3.02,Vancouver,0.013664238,690.6130796,690.5382608,0.072136162,3.02,30234,0.34795101,3,1,5,3
5,2005,9.65E-05,4080.720721,3.02,3.02,Vancouver,0.009523522,1100.956929,1100.888325,0.115059162,3.02,53186,0.512467629,3,2,5,5
5,1997,0.000187854,4516.778865,3.02,3.02,Vancouver,0.016003447,287.8664111,287.7869416,0.030007921,3.02,22892,0.368857994,4,1,5,4
5,1992,0.000209034,4341.834356,3.02,3.02,Vancouver,0.006365013,85.32859858,85.27150011,0.008823286,3.02,20933,0.421125455,3,1,4,4
5,2007,9.15E-05,4113.386422,3.02,3.02,Vancouver,0.011870833,1139.328625,1139.258557,0.119072831,3.02,57290,0.561804132,3,3,5,5
5,2006,0.000100499,4099.099099,3.02,3.02,Vancouver,0.011325028,1093.359748,1093.28958,0.114264402,3.02,57089,0.558823529,3,3,5,5
5,1993,0.000186667,4417.418712,3.02,3.02,Vancouver,0.009067023,85.61971816,85.55644559,0.008853415,3.02,20505,0.410671963,3,1,4,4
5,2004,0.000102314,4062.342342,3.02,3.02,Vancouver,0.007722016,1108.55411,1108.48707,0.115853922,3.02,49284,0.466111728,3,2,5,5
5,1998,0.000168988,4389.38595,3.02,3.02,Vancouver,0.014833842,489.2397454,489.1626012,0.051072041,3.02,26563,0.358404502,3,1,5,3
5,2011,8.03E-05,4170.535714,3.02,3.02,Vancouver,0.014054054,1323.204132,1323.134463,0.138306547,3.02,58094,0.573726542,3,3,5,5
5,2001,0.000107811,4007.207207,3.02,3.02,Vancouver,0.002317497,1131.345652,1131.283304,0.118238202,3.02,37576,0.327044025,3,1,5,3
5,2012,7.62E-05,4160.535714,3.02,3.02,Vancouver,0.013945946,1335.161013,1335.097326,0.139557571,3.02,60043,0.577031299,3,3,5,5
5,2003,0.000100635,4043.963964,3.02,3.02,Vancouver,0.00592051,1116.15129,1116.085814,0.116648682,3.02,45381,0.419755827,3,2,5,4
5,2002,0.000103734,4025.585586,3.02,3.02,Vancouver,0.004119003,1123.748471,1123.684559,0.117443442,3.02,41479,0.373399926,3,2,5,4
5,2013,7.03E-05,4150.535714,3.02,3.02,Vancouver,0.013837838,1347.117894,1347.06019,0.140808594,3.02,61992,0.580336057,3,3,5,5
5,2015,6.32E-05,4130.535714,3.02,3.02,Vancouver,0.013621622,1371.031656,1370.985917,0.14331064,3.02,65891,0.586945572,3,3,5,5
5,2014,6.50E-05,4140.535714,3.02,3.02,Vancouver,0.01372973,1359.074775,1359.023053,0.142059617,3.02,63942,0.583640814,3,3,5,5
